-1.001,0.000,0.043,3.289
-1.001,0.000,0.043,3.622
-1.001,0.000,0.043,3.956
-1.001,0.000,0.043,10.294
-1.001,0.000,0.043,10.629
-1.001,0.000,0.043,10.944
-1.001,0.000,0.043,17.951
-1.001,0.000,0.043,18.284
-1.001,0.000,0.043,18.611
-1.001,0.000,0.043,18.952
-1.001,0.000,0.043,25.624
-1.001,0.000,0.043,25.945
-1.001,0.000,0.043,32.279
-1.001,0.000,0.043,32.614
-1.001,0.000,0.043,32.944
-1.001,0.000,0.043,33.281
-1.001,0.000,0.043,33.610
-1.001,0.000,0.043,40.611
-1.001,0.000,0.043,40.945
-1.001,0.000,0.043,41.277
-1.001,0.000,0.043,47.625
-1.001,0.000,0.043,47.944
-1.001,0.000,0.043,55.277
-1.001,0.000,0.043,55.611
-1.001,0.000,0.043,55.944
-1.001,0.000,0.043,62.610
-1.001,0.000,0.043,62.956
-1.001,0.000,0.043,63.289
-1.001,0.000,0.043,69.294
-1.001,0.000,0.043,69.613
-1.001,0.000,0.043,69.947
-1.001,0.000,0.043,70.295
-1.001,0.000,0.043,70.628
-1.001,0.000,0.043,70.962
-1.001,0.000,0.043,77.617
-1.001,0.000,0.043,77.944
-1.001,0.000,0.043,78.278
-1.001,0.000,0.043,84.623
-1.001,0.000,0.043,84.957
-1.001,0.000,0.043,85.291
-1.001,0.000,0.043,92.613
-1.001,0.000,0.043,92.946
-1.001,0.000,0.043,93.281
-1.001,0.000,0.043,99.610
-1.001,0.000,0.043,99.944
-1.001,0.000,0.043,100.277
-1.001,0.000,0.043,106.944
-1.001,0.000,0.043,107.278
-1.001,0.000,0.043,107.611
-1.001,0.000,0.043,107.944
-1.001,0.000,0.043,114.631
-1.001,0.000,0.043,114.965
-1.001,0.000,0.043,115.298
-1.001,0.000,0.043,121.611
-1.001,0.000,0.043,121.954
-1.001,0.000,0.043,122.278
-1.001,0.000,0.043,122.611
-1.001,0.000,0.043,129.628
-1.001,0.000,0.043,129.961
-1.001,0.000,0.043,130.277
-1.001,0.000,0.043,136.616
-1.001,0.000,0.043,136.950
-1.001,0.000,0.043,137.283
-1.001,0.000,0.043,144.278
-1.001,0.000,0.043,144.624
-1.001,0.000,0.043,144.956
-1.001,0.000,0.043,145.290
-1.001,0.000,0.043,151.610
-1.001,0.000,0.043,151.944
-1.001,0.000,0.043,152.277
-1.001,0.000,0.043,158.618
-1.001,0.000,0.043,158.944
-1.001,0.000,0.043,159.285
-1.001,0.000,0.043,159.619
-1.001,0.000,0.043,159.952
-1.001,0.000,0.043,166.610
-1.001,0.000,0.043,166.944
-1.001,0.000,0.043,167.279
-1.001,0.000,0.043,173.610
-1.001,0.000,0.043,173.947
-1.001,0.000,0.043,174.277
-1.001,0.000,0.043,181.610
-1.001,0.000,0.043,181.954
-1.001,0.000,0.043,182.287
-1.001,0.000,0.043,188.626
-1.001,0.000,0.043,188.960
-1.001,0.000,0.043,189.293
-1.001,0.000,0.043,195.944
-1.001,0.000,0.043,196.283
-1.001,0.000,0.043,196.610
-1.001,0.000,0.043,196.950
-1.001,0.000,0.043,197.277
-1.001,0.000,0.043,203.622
-1.001,0.000,0.043,203.944
-1.001,0.000,0.043,204.278
-1.001,0.000,0.043,210.611
-1.001,0.000,0.043,210.945
-1.001,0.000,0.043,211.278
-1.001,0.000,0.043,211.612
-1.001,0.000,0.043,218.610
-1.001,0.000,0.043,218.951
-1.001,0.000,0.043,219.277
-1.001,0.000,0.043,225.610
-1.001,0.000,0.043,225.958
-1.001,0.000,0.043,226.278
-1.001,0.000,0.043,233.278
-1.001,0.000,0.043,233.612
-1.001,0.000,0.043,233.945
-1.001,0.000,0.043,234.277
-1.001,0.000,0.043,240.953
-1.001,0.000,0.043,241.287
-1.001,0.000,0.043,247.610
-1.001,0.000,0.043,247.945
-1.001,0.000,0.043,248.278
-1.001,0.000,0.043,248.610
-1.001,0.000,0.043,248.960
-1.001,0.000,0.043,249.293
-1.001,0.000,0.043,255.949
-1.001,0.000,0.043,256.283
-1.001,0.000,0.043,256.611
-1.001,0.000,0.043,262.954
-1.001,0.000,0.043,263.277
-1.001,0.000,0.043,270.610
-1.001,0.000,0.043,270.944
-1.001,0.000,0.043,271.277
-1.001,0.000,0.043,277.949
-1.001,0.000,0.043,278.283
-1.001,0.000,0.043,278.610
-1.001,0.000,0.043,284.954
-1.001,0.000,0.043,285.288
-1.001,0.000,0.043,285.610
-1.001,0.000,0.043,285.955
-1.001,0.000,0.043,286.289
-1.001,0.000,0.043,292.962
-1.001,0.000,0.043,293.280
-1.001,0.000,0.043,293.613
-1.001,0.000,0.043,299.952
-1.001,0.000,0.043,300.285
-1.001,0.000,0.043,300.619
-1.001,0.000,0.043,300.952
-1.001,0.000,0.043,307.945
-1.001,0.000,0.043,308.277
-1.001,0.000,0.043,308.610
-1.001,0.000,0.043,314.944
-1.001,0.000,0.043,315.277
-1.001,0.000,0.043,315.610
-1.001,0.000,0.043,322.277
-1.001,0.000,0.043,322.610
-1.001,0.000,0.043,322.954
-1.001,0.000,0.043,323.277
-1.001,0.000,0.043,323.621
-1.001,0.000,0.043,329.960
-1.001,0.000,0.043,330.293
-1.001,0.000,0.043,330.610
-1.001,0.000,0.043,336.947
-1.001,0.000,0.043,337.281
-1.001,0.000,0.043,337.610
-1.001,0.000,0.043,337.949
-1.001,0.000,0.043,338.277
-1.001,0.000,0.043,344.956
-1.001,0.000,0.043,345.295
